ID,PROGRAMA,N_PERIODOS,SECUENCIA_ESTADOS,SECUENCIA_TRANSICIONES,ESTADO_FINAL_PRED,ESTADO_FINAL_REAL,N_ANOMALIAS
T00064346,INGENIERIA DE SISTEMAS Y COMPU,11,Primera vez en una carrera -> PAP -> PAT -> Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> PAT,bbeaaaaabbc,Grado,Grado,0
T00064349,INGENIERIA CIVIL,10,Primera vez en una carrera -> PAP -> PAT -> Recuperacion academica -> Recuperacion academica -> Recuperacion academica -> Recuperacion academica -> Primera vez en una carrera -> PAP -> PAT,bbeeeekbbc,Grado,Grado,0
T00064350,INGENIERIA QUIMICA,5,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> PAP,aaabc,Grado,Grado,0
T00064356,INGENIERIA MECANICA,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00064357,FINANZAS Y NEGOCIOS INTERNACIO,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> Continuo regular,aaabaaabac,Grado,Grado,0
T00064362,CONTADURIA PUBLICA,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00064364,CIENCIA POLITICA Y RELAC INTER,9,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaac,Grado,Grado,0
T00064365,INGENIERIA DE SISTEMAS Y COMPU,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00064366,INGENIERIA ELECTRICA,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaabaaaaaac,Grado,Grado,0
T00064377,INGENIERIA INDUSTRIAL,9,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaac,Grado,Grado,0
T00064380,INGENIERIA DE SISTEMAS Y COMPU,5,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aakac,Grado,Grado,0
T00064382,INGENIERIA ELECTRICA,10,Primera vez en una carrera -> PAP -> PAT -> Recuperacion academica -> Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> Continuo regular,bbekaaabac,Grado,Grado,0
T00064385,PSICOLOGIA,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> PAP -> PAT -> Continuo regular -> PAP -> PAT -> Recuperacion academica -> Recuperacion academica -> Continuo regular,aabbabbeeac,Grado,Grado,0
T00064387,PSICOLOGIA,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> Continuo regular -> PAP -> PAT -> Continuo regular -> Continuo regular -> Continuo regular,aaababbaaac,Grado,Grado,0
T00064401,INGENIERIA INDUSTRIAL,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00064403,INGENIERIA DE SISTEMAS Y COMPU,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00064404,INGENIERIA DE SISTEMAS Y COMPU,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00064405,INGENIERIA DE SISTEMAS Y COMPU,4,Primera vez en una carrera -> Continuo regular -> Continuo regular -> PAP,aabc,Grado,Grado,0
T00064406,ADMINISTRACION DE EMPRESAS,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaac,Grado,Grado,0
T00064407,FINANZAS Y NEGOCIOS INTERNACIO,1,Primera vez en una carrera,k,Final,Final,0
T00064408,INGENIERIA BIOMEDICA,8,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> Continuo regular -> Continuo regular -> Continuo regular,aakbakac,Grado,Grado,0
T00064411,PSICOLOGIA,11,Primera vez en una carrera -> PAP -> PAT -> Recuperacion academica -> Recuperacion academica -> Recuperacion academica -> Recuperacion academica -> Recuperacion academica -> Primera vez en una carrera -> Continuo regular -> Continuo regular,bbeeeeeeaac,Grado,Grado,0
T00064413,INGENIERIA ELECTRONICA,9,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> PAT -> Continuo regular -> Continuo regular -> Continuo regular,kaabbaaac,Grado,Grado,0
T00064415,INGENIERIA CIVIL,1,Primera vez en una carrera,c,Grado,Grado,0
T00064417,INGENIERIA MECATRONICA,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> PAP -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aabaaaaaaac,Grado,Grado,0
T00064420,FINANZAS Y NEGOCIOS INTERNACIO,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> Continuo regular,aaaaaaabac,Grado,Grado,0
T00064422,INGENIERIA ELECTRONICA,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00064426,DERECHO,1,Primera vez en una carrera,c,Grado,Grado,0
T00064428,INGENIERIA QUIMICA,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00064430,INGENIERIA QUIMICA,7,Primera vez en una carrera -> Continuo regular -> PAP -> Continuo regular -> Continuo regular -> PAP -> PAT,abaabbc,Grado,Grado,0
T00064431,INGENIERIA QUIMICA,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00064433,FINANZAS Y NEGOCIOS INTERNACIO,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaabaaaac,Grado,Grado,0
T00064434,DERECHO,9,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaac,Grado,Grado,0
T00064436,INGENIERIA INDUSTRIAL,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00064437,CIENCIA POLITICA Y RELAC INTER,4,Primera vez en una carrera -> Continuo regular -> Continuo regular -> PAP,aabc,Grado,Grado,0
T00064438,COMUNICACION SOCIAL,9,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaac,Grado,Grado,0
T00064441,INGENIERIA ELECTRONICA,2,Primera vez en una carrera -> Continuo regular,ak,Final,Final,0
T00064445,INGENIERIA CIVIL,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> Continuo regular -> Continuo regular,aaaaaabakc,Grado,Grado,0
T00064447,INGENIERIA CIVIL,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> Continuo regular -> Continuo regular -> PAP,aaaaaabaabc,Grado,Grado,0
T00064448,FINANZAS Y NEGOCIOS INTERNACIO,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> Continuo regular -> PAP -> PAT,aaaaaababbc,Grado,Grado,0
T00064449,INGENIERIA BIOMEDICA,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaac,Grado,Grado,0
T00064450,INGENIERIA BIOMEDICA,9,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> Continuo regular -> PAP,aaaakbkbc,Grado,Grado,0
T00064451,DERECHO,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaac,Grado,Grado,0
T00064453,INGENIERIA MECATRONICA,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00064456,ADMINISTRACION DE EMPRESAS,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaabaaaaac,Grado,Grado,0
T00064457,INGENIERIA CIVIL,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00064459,INGENIERIA INDUSTRIAL,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00064460,CONTADURIA PUBLICA,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaabaaaaaac,Grado,Grado,0
T00064464,INGENIERIA BIOMEDICA,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00064468,CONTADURIA PUBLICA,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00064476,INGENIERIA DE SISTEMAS Y COMPU,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00064480,INGENIERIA CIVIL,9,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaac,Grado,Grado,0
T00064482,INGENIERIA MECANICA,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaac,Grado,Grado,0
T00064487,CONTADURIA PUBLICA,9,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaac,Grado,Grado,0
T00064491,COMUNICACION SOCIAL,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaac,Grado,Grado,0
T00064493,PSICOLOGIA,8,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaac,Grado,Grado,0
T00064499,COMUNICACION SOCIAL,9,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaac,Grado,Grado,0
T00064500,INGENIERIA CIVIL,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00064505,INGENIERIA DE SISTEMAS Y COMPU,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaac,Grado,Grado,0
T00064507,INGENIERIA CIVIL,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00064509,INGENIERIA MECANICA,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaac,Grado,Grado,0
T00064515,INGENIERIA BIOMEDICA,1,Primera vez en una carrera,k,Final,Final,0
T00064516,FINANZAS Y NEGOCIOS INTERNACIO,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaac,Grado,Grado,0
T00064521,PSICOLOGIA,11,Primera vez en una carrera -> PAP -> PAT -> Recuperacion academica -> Recuperacion academica -> Recuperacion academica -> Recuperacion academica -> Recuperacion academica -> Primera vez en una carrera -> Continuo regular -> PAP,bbeeeeeeabc,Grado,Grado,0
T00064524,PSICOLOGIA,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaaac,Grado,Grado,0
T00064525,INGENIERIA ELECTRICA,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> Continuo regular -> Continuo regular -> PAP -> PAT -> Continuo regular,aaaabaabbac,Grado,Grado,0
T00064527,FINANZAS Y NEGOCIOS INTERNACIO,8,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaac,Grado,Grado,0
T00064529,FINANZAS Y NEGOCIOS INTERNACIO,5,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaac,Grado,Grado,0
T00064531,INGENIERIA MECATRONICA,10,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular,aaaaaaaaac,Grado,Grado,0
T00064533,INGENIERIA INDUSTRIAL,11,Primera vez en una carrera -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> Continuo regular -> PAP -> Continuo regular -> Continuo regular,aaaaaaabaac,Grado,Grado,0
